date,debit_account,debit_name,debit_inn,credit_account,credit_name,credit_inn,debit_amount,credit_amount,purpose,risk
2025-09-11 12:15:00,09859317461200471138,ООО «Город»,7549651371,53076248433797662705,ФЛ Егоров Сергей,292310672410,,164489.85,возврат займа,high
2025-09-11 12:17:37,14386632270267288574,ЗАО «Градиент»,5647292938,47407482175946474367,ООО «Вектор»,9693792379,20300.0,,coin за работы,high
2025-09-11 12:21:23,60385050641383670241,ОАО «Опт»,7597383203,58902601279611435190,АО «Восток»,2137213860,,45400.0,аванс согласно счёту №9465,medium
2025-09-11 12:24:27,60385050641383670241,ОАО «Опт»,7597383203,78280647969545009025,ИП «Магнит»,467197889720,,22957.45,коммунальные услуги за услуги,medium
2025-09-11 13:32:38,53076248433797662705,ФЛ Егоров Сергей,292310672410,97308069581467179576,ИП «Магнит»,998407678953,,168258.54,хостинг и связь за товары,high
2025-09-11 13:40:28,84887256394278816580,ООО «Опт»,0809969303,16247314986430098180,ЗАО «Магнит»,0863765996,,118611.17,возврат займа,high
2025-09-11 14:35:35,84887256394278816580,ООО «Опт»,0809969303,16247314986430098180,ЗАО «Магнит»,0863765996,,102600.0,выдача наличных по договору №8983,high
2025-09-11 15:08:29,84887256394278816580,ООО «Опт»,0809969303,16247314986430098180,ЗАО «Магнит»,0863765996,,131438.84,биткоин,high
2025-09-11 15:14:01,60385050641383670241,ОАО «Опт»,7597383203,78280647969545009025,ИП «Магнит»,467197889720,,50600.96,маркетинг по договору №9566,medium
2025-09-11 16:31:23,60385050641383670241,ОАО «Опт»,7597383203,58902601279611435190,АО «Восток»,2137213860,63000.0,,транспорт согласно счёту №14928,medium
2025-09-11 16:53:45,14386632270267288574,ЗАО «Градиент»,5647292938,47407482175946474367,ООО «Вектор»,9693792379,103762.03,,usdt за работы,high
2025-09-11 17:19:47,14386632270267288574,ЗАО «Градиент»,5647292938,01065133387262473178,АО «Точка»,6311656678,830000.0,,без договора по договору №7578,high
2025-09-11 17:27:24,60385050641383670241,ОАО «Опт»,7597383203,78280647969545009025,ИП «Магнит»,467197889720,34594.12,,аренда,medium
2025-09-11 18:32:49,14386632270267288574,ЗАО «Градиент»,5647292938,47407482175946474367,ООО «Вектор»,9693792379,,50900.0,лизинг,high
2025-09-11 18:36:58,84887256394278816580,ООО «Опт»,0809969303,16247314986430098180,ЗАО «Магнит»,0863765996,23000.0,,swift за период,high
2025-09-11 18:40:12,84887256394278816580,ООО «Опт»,0809969303,01094396907844736471,ОАО «Гео»,9922995905,,30000.0,премия по договору №7039,high
2025-09-12 09:04:49,35679836314624912711,ФЛ Попов Дмитрий,988547281253,92816158148769639382,ООО «Альфа»,7157724597,25226.33,,займ за товары,high
2025-09-12 09:30:31,61117800681149216433,АО «Импульс»,2202341328,63435175183046990139,ЗАО «Точка»,2708668825,,204288.85,заработная плата согласно счёту №373,high
2025-09-12 09:33:29,63435175183046990139,ЗАО «Точка»,2708668825,96762916032484137681,ИП «Опт»,475469263209,,204229.73,обналичивание за работы,high
2025-09-12 09:49:47,84887256394278816580,ООО «Опт»,0809969303,16247314986430098180,ЗАО «Магнит»,0863765996,77000.0,,обналичивание,high
2025-09-12 10:08:23,96762916032484137681,ИП «Опт»,475469263209,79472846392086780856,ООО «Дельта»,7908075959,199315.73,,бонус по договору №5863,high
2025-09-12 10:12:24,57216966630932998199,ФЛ Кузнецов Егор,774722640824,27846997335494651909,АО «Маркет»,5701329025,17797.45,,хостинг и связь согласно счёту №95125,low
2025-09-12 10:16:25,79472846392086780856,ООО «Дельта»,7908075959,99996636186371597412,ИП «Прайм»,845909022545,,200204.66,coin,high
2025-09-12 10:21:28,35679836314624912711,ФЛ Попов Дмитрий,988547281253,20797996673459576403,ФЛ Сидоров Егор,755125427860,,30000.0,передача активов согласно счёту №9441,high
2025-09-12 10:27:34,84887256394278816580,ООО «Опт»,0809969303,01094396907844736471,ОАО «Гео»,9922995905,213214.06,,перевод средств согласно счёту №39135,high
2025-09-12 10:39:41,01864876998426732044,ФЛ Попов Иван,954930596615,68171516025298670766,ФЛ Сидоров Егор,244670462290,19805.17,,заработная плата согласно счёту №47459,low
2025-09-12 10:42:02,16247314986430098180,ЗАО «Магнит»,0863765996,18005375990048964652,ИП «Гамма»,725636694188,,197238.93,субаренда согласно счёту №59014,high
2025-09-12 10:42:05,35679836314624912711,ФЛ Попов Дмитрий,988547281253,20797996673459576403,ФЛ Сидоров Егор,755125427860,,1693400.0,доставка за период,high
2025-09-12 11:06:22,18005375990048964652,ИП «Гамма»,725636694188,16417582313348458714,ФЛ Смирнов Максим,127058772243,,197234.35,коммунальные услуги по договору №3175,high
2025-09-12 11:07:33,84887256394278816580,ООО «Опт»,0809969303,01094396907844736471,ОАО «Гео»,9922995905,32800.0,,транспорт согласно счёту №99967,high
2025-09-12 11:09:23,84887256394278816580,ООО «Опт»,0809969303,16247314986430098180,ЗАО «Магнит»,0863765996,,40000.0,транспорт по договору №8658,high
2025-09-12 11:50:59,35679836314624912711,ФЛ Попов Дмитрий,988547281253,92816158148769639382,ООО «Альфа»,7157724597,,14474.94,предоплата по договору №1853,high
2025-09-12 11:55:51,84887256394278816580,ООО «Опт»,0809969303,04054115262181599706,ЗАО «Запад»,8617932713,40300.0,,крипто,high
2025-09-12 11:57:30,14386632270267288574,ЗАО «Градиент»,5647292938,47407482175946474367,ООО «Вектор»,9693792379,,533900.0,пожертвование по договору №4835,high
2025-09-12 11:58:12,84887256394278816580,ООО «Опт»,0809969303,01094396907844736471,ОАО «Гео»,9922995905,,362377.27,агентское вознаграждение,high
2025-09-12 12:02:55,14386632270267288574,ЗАО «Градиент»,5647292938,47407482175946474367,ООО «Вектор»,9693792379,83600.0,,частичная оплата согласно счёту №31076,high
2025-09-12 14:15:10,35679836314624912711,ФЛ Попов Дмитрий,988547281253,92816158148769639382,ООО «Альфа»,7157724597,,190000.0,договор займа согласно счёту №96908,high
2025-09-12 14:40:49,16417582313348458714,ФЛ Смирнов Максим,127058772243,16453521818835523124,АО «Поток»,5161369687,,198636.69,пополнение по договору №977,high
2025-09-12 15:02:18,14386632270267288574,ЗАО «Градиент»,5647292938,01065133387262473178,АО «Точка»,6311656678,,27537.57,маркетинг согласно счёту №22136,high
2025-09-12 15:02:58,14386632270267288574,ЗАО «Градиент»,5647292938,47407482175946474367,ООО «Вектор»,9693792379,142582.12,,crypto согласно счёту №90574,high
2025-09-12 16:21:34,35679836314624912711,ФЛ Попов Дмитрий,988547281253,20797996673459576403,ФЛ Сидоров Егор,755125427860,,167200.0,пожертвование,high
2025-09-12 17:40:12,35679836314624912711,ФЛ Попов Дмитрий,988547281253,92816158148769639382,ООО «Альфа»,7157724597,10217.12,,аренда за период,high
2025-09-12 18:02:29,84887256394278816580,ООО «Опт»,0809969303,01094396907844736471,ОАО «Гео»,9922995905,424900.0,,usdt по договору №6318,high
2025-09-12 18:14:08,84887256394278816580,ООО «Опт»,0809969303,04054115262181599706,ЗАО «Запад»,8617932713,,414300.0,оплата услуг,high
2025-09-12 18:24:24,01657905528183253817,ИП «Маркет»,989319508576,58955296386396096262,ФЛ Смирнов Никита,446306000246,25660.38,,займ за период,high
2025-09-12 18:44:20,14386632270267288574,ЗАО «Градиент»,5647292938,47407482175946474367,ООО «Вектор»,9693792379,,160600.0,благотворительность за период,high
2025-09-12 19:27:31,58955296386396096262,ФЛ Смирнов Никита,446306000246,74117674124151315285,ФЛ Кузнецов Иван,705349678255,25602.96,,возврат займа согласно счёту №34160,high
2025-09-12 21:14:02,74117674124151315285,ФЛ Кузнецов Иван,705349678255,44935348740164005242,ООО «Поток»,8412411822,25591.09,,наличные по договору №2771,high
2025-09-13 10:27:24,67342575409003486451,ИП «Фокус»,649078515847,59112382965772429543,ИП «Опт»,700272063498,,37593.58,наличные по договору №9412,high
2025-09-13 11:05:00,59112382965772429543,ИП «Опт»,700272063498,12898123179556331857,ФЛ Лебедев Дмитрий,607763369109,37732.16,,перевод средств по договору №2879,high
2025-09-13 11:49:48,35679836314624912711,ФЛ Попов Дмитрий,988547281253,92816158148769639382,ООО «Альфа»,7157724597,108300.0,,аренда офиса согласно счёту №42050,high
2025-09-13 12:30:52,12898123179556331857,ФЛ Лебедев Дмитрий,607763369109,27874296717565512567,ЗАО «Поток»,0139904900,,36993.89,наличные согласно счёту №8891,high
2025-09-13 13:29:33,35679836314624912711,ФЛ Попов Дмитрий,988547281253,92816158148769639382,ООО «Альфа»,7157724597,,274300.0,swift согласно счёту №58956,high
2025-09-13 14:59:55,35679836314624912711,ФЛ Попов Дмитрий,988547281253,20797996673459576403,ФЛ Сидоров Егор,755125427860,119300.0,,доставка,high
2025-09-13 15:12:51,35679836314624912711,ФЛ Попов Дмитрий,988547281253,92816158148769639382,ООО «Альфа»,7157724597,,97800.0,оплата услуг по договору №757,high
2025-09-13 15:58:43,35679836314624912711,ФЛ Попов Дмитрий,988547281253,20797996673459576403,ФЛ Сидоров Егор,755125427860,299800.0,,договор займа согласно счёту №55523,high
2025-09-13 17:31:47,35679836314624912711,ФЛ Попов Дмитрий,988547281253,20797996673459576403,ФЛ Сидоров Егор,755125427860,70000.0,,crypto,high
2025-09-13 18:06:10,35679836314624912711,ФЛ Попов Дмитрий,988547281253,92816158148769639382,ООО «Альфа»,7157724597,,146400.0,перевод на карту,high
2025-09-14 14:25:01,89554393769042681818,АО «Восток»,6938011848,82508004635806882850,ФЛ Егоров Никита,740803149961,,49014.06,перевозка согласно счёту №6922,medium
2025-09-14 14:37:05,23229031028795083044,ФЛ Петров Никита,985172444781,73715869886497677622,ИП «Маркет»,712661106256,,51722.0,премия по договору №5431,medium
2025-09-14 15:32:34,88424745171236851604,ОАО «Восток»,1456232850,17422438649081081866,ИП «Бета»,732788147648,16725.8,,эквайринг,low
2025-09-14 15:41:20,14036965666683272386,АО «Гео»,2405800859,19108839822587139718,АО «Градиент»,8339187853,,21271.25,логистика по договору №812,medium
2025-09-15 09:49:29,60260647468723430980,ООО «Дельта»,8013267736,56620563411159503428,ФЛ Кузнецов Егор,903628917715,,37577.09,пополнение согласно счёту №93798,medium
2025-09-15 10:20:38,60260647468723430980,ООО «Дельта»,8013267736,56620563411159503428,ФЛ Кузнецов Егор,903628917715,110602.98,,доставка,medium
2025-09-15 10:32:53,60260647468723430980,ООО «Дельта»,8013267736,56620563411159503428,ФЛ Кузнецов Егор,903628917715,174478.0,,услуги по договору за работы,medium
2025-09-15 11:12:55,60260647468723430980,ООО «Дельта»,8013267736,56620563411159503428,ФЛ Кузнецов Егор,903628917715,,73233.57,маркетинг,medium
2025-09-15 12:36:52,60260647468723430980,ООО «Дельта»,8013267736,56620563411159503428,ФЛ Кузнецов Егор,903628917715,,37131.39,оплата по договору поставки за услуги,medium
2025-09-15 13:05:32,60260647468723430980,ООО «Дельта»,8013267736,17422438649081081866,ИП «Бета»,732788147648,,315500.0,аванс за период,medium
2025-09-15 14:15:24,60260647468723430980,ООО «Дельта»,8013267736,56620563411159503428,ФЛ Кузнецов Егор,903628917715,58995.67,,логистика по договору №9070,medium
2025-09-15 14:17:55,11718227824896383465,ЗАО «Поток»,7015430390,84399106227236266933,ФЛ Смирнов Егор,867752401413,31530.49,,коммунальные услуги по договору №6809,low
2025-09-15 14:37:06,50184819737418972154,ФЛ Петров Дмитрий,426192372446,01851067949756792287,ИП «Квадро»,229604432786,,100841.0,аренда,medium
2025-09-15 14:37:52,60260647468723430980,ООО «Дельта»,8013267736,17422438649081081866,ИП «Бета»,732788147648,,582007.83,swift,medium
2025-09-15 14:59:49,60260647468723430980,ООО «Дельта»,8013267736,17422438649081081866,ИП «Бета»,732788147648,38542.03,,частичная оплата,medium
2025-09-15 16:40:02,46684550489267389975,ИП «Юг»,626060290881,06724004991547887287,ЗАО «Юг»,0193802625,,29758.0,маркетинг за услуги,low
2025-09-15 16:56:07,60260647468723430980,ООО «Дельта»,8013267736,17422438649081081866,ИП «Бета»,732788147648,,153237.58,пожертвование,medium
2025-09-15 17:32:44,60260647468723430980,ООО «Дельта»,8013267736,56620563411159503428,ФЛ Кузнецов Егор,903628917715,101268.97,,услуги по договору согласно счёту №56447,medium
2025-09-16 10:19:21,60260647468723430980,ООО «Дельта»,8013267736,17422438649081081866,ИП «Бета»,732788147648,162400.0,,заработная плата,medium
2025-09-16 10:38:32,60260647468723430980,ООО «Дельта»,8013267736,56620563411159503428,ФЛ Кузнецов Егор,903628917715,,207719.33,перевозка,medium
2025-09-16 10:53:44,28519611594082154544,ИП «Гео»,772881377029,89659994973203319222,ФЛ Кузнецов Пётр,921342491289,57324.08,,экспорт по договору №406,high
2025-09-16 11:31:32,89659994973203319222,ФЛ Кузнецов Пётр,921342491289,36675254599102290147,ООО «Восток»,2296120184,56273.99,,личные нужды по договору №704,high
2025-09-16 11:42:40,36675254599102290147,ООО «Восток»,2296120184,65817390637579145211,ФЛ Кузнецов Егор,847488360760,,55686.29,пополнение согласно счёту №42429,high
2025-09-16 11:56:40,65817390637579145211,ФЛ Кузнецов Егор,847488360760,89241418328569146303,ООО «Бета»,6848666180,,56744.53,перевозка за услуги,high
2025-09-16 12:10:25,23045018961642361032,ИП «Градиент»,749050975902,37526547935646519398,АО «Юг»,5756924591,,93941.34,оплата услуг за услуги,medium
2025-09-16 12:13:21,60260647468723430980,ООО «Дельта»,8013267736,56620563411159503428,ФЛ Кузнецов Егор,903628917715,51500.0,,предоплата,medium
2025-09-16 13:17:24,16247314986430098180,ЗАО «Магнит»,0863765996,06046333127975736609,АО «Гео»,5267722334,,37130.12,аренда офиса за услуги,low
2025-09-16 13:21:32,62887431271026767209,ФЛ Сидоров Никита,418222618917,04967066703362680408,ФЛ Лебедев Максим,107044964163,,45657.6,эквайринг за работы,low
2025-09-16 13:42:14,82547807740649308536,ООО «Точка»,7456424009,48236629946804436995,ЗАО «Прайм»,9514846567,,66003.92,аренда офиса за работы,low
2025-09-16 13:48:43,60260647468723430980,ООО «Дельта»,8013267736,17422438649081081866,ИП «Бета»,732788147648,,60000.0,биткоин согласно счёту №48969,medium
2025-09-16 14:30:39,60260647468723430980,ООО «Дельта»,8013267736,56620563411159503428,ФЛ Кузнецов Егор,903628917715,156374.21,,оплата услуг,medium
2025-09-16 15:31:35,60260647468723430980,ООО «Дельта»,8013267736,17422438649081081866,ИП «Бета»,732788147648,94518.1,,пополнение,medium
2025-09-16 16:03:21,02380617445187053494,ЗАО «Точка»,3654195184,52895392644220969029,АО «Градиент»,9154522677,141931.31,,договор займа,high
2025-09-16 16:35:24,52895392644220969029,АО «Градиент»,9154522677,15186449251925462914,ОАО «Импульс»,5546659058,,137847.92,биткоин по договору №8325,high
2025-09-16 17:06:47,15186449251925462914,ОАО «Импульс»,5546659058,68171516025298670766,ФЛ Сидоров Егор,244670462290,,140358.67,наличные согласно счёту №78868,high
2025-09-16 17:16:24,60260647468723430980,ООО «Дельта»,8013267736,17422438649081081866,ИП «Бета»,732788147648,,125200.0,доставка согласно счёту №17493,medium
2025-09-16 17:21:28,60260647468723430980,ООО «Дельта»,8013267736,56620563411159503428,ФЛ Кузнецов Егор,903628917715,101883.91,,крипто согласно счёту №62028,medium
2025-09-16 17:23:31,60260647468723430980,ООО «Дельта»,8013267736,17422438649081081866,ИП «Бета»,732788147648,,170000.0,перевозка за период,medium
2025-09-16 17:35:31,68171516025298670766,ФЛ Сидоров Егор,244670462290,77589178390847007661,ЗАО «Точка»,0240268114,140464.1,,выдача наличных за работы,high
2025-09-16 17:36:28,77589178390847007661,ЗАО «Точка»,0240268114,32197199758172461919,АО «Квадро»,1539669587,,141195.33,передача активов за товары,high
2025-09-16 18:23:41,32197199758172461919,АО «Квадро»,1539669587,90463378613715766053,ФЛ Петров Пётр,096179817834,,138367.03,возврат займа по договору №6226,high
2025-09-16 18:51:48,60260647468723430980,ООО «Дельта»,8013267736,56620563411159503428,ФЛ Кузнецов Егор,903628917715,107300.0,,swift за работы,medium
2025-09-16 18:58:49,60260647468723430980,ООО «Дельта»,8013267736,56620563411159503428,ФЛ Кузнецов Егор,903628917715,40000.0,,личные нужды согласно счёту №20980,medium
2025-09-17 08:48:37,44765047158029090463,ФЛ Попов Никита,384807520330,02990155799802841390,ФЛ Егоров Пётр,713665722469,,49937.08,благотворительность по договору №9379,high
2025-09-17 08:49:50,02990155799802841390,ФЛ Егоров Пётр,713665722469,36637780529240755366,ИП «Точка»,738987751521,,49237.74,взаиморасчёт,high
2025-09-17 09:01:07,11121259020357134324,ФЛ Иванов Никита,485157919700,03843098839205302146,АО «Опт»,6984902775,,134619.69,хостинг и связь по договору №1799,high
2025-09-17 09:01:38,32963347272742318306,ФЛ Лебедев Пётр,506185380014,43010713966055830344,ОАО «Восток»,9978772932,30000.0,,премия согласно счёту №40041,medium
2025-09-17 09:37:58,36637780529240755366,ИП «Точка»,738987751521,28519611594082154544,ИП «Гео»,772881377029,,49707.36,страховой взнос за товары,high
2025-09-17 10:11:59,11121259020357134324,ФЛ Иванов Никита,485157919700,03843098839205302146,АО «Опт»,6984902775,,445208.08,экспорт за услуги,high
2025-09-17 10:32:20,32963347272742318306,ФЛ Лебедев Пётр,506185380014,86025922220644742123,ООО «Гамма»,7518689262,,39303.5,перевозка,medium
2025-09-17 10:37:10,11121259020357134324,ФЛ Иванов Никита,485157919700,84787005050613878293,ИП «Кей»,320309376115,,70700.0,страховой взнос за работы,high
2025-09-17 10:59:29,32963347272742318306,ФЛ Лебедев Пётр,506185380014,22801561931837455084,ИП «Дельта»,743380054597,60000.0,,возврат займа по договору №6363,medium
2025-09-17 11:04:53,28519611594082154544,ИП «Гео»,772881377029,61648408588770435811,ООО «Город»,1573993054,49622.6,,займ по договору №8705,high
2025-09-17 11:10:36,61648408588770435811,ООО «Город»,1573993054,53286326667850720811,ИП «Маркет»,375482145613,,49276.81,канцелярские товары,high
2025-09-17 11:17:59,11121259020357134324,ФЛ Иванов Никита,485157919700,84787005050613878293,ИП «Кей»,320309376115,,410000.0,пополнение согласно счёту №8405,high
2025-09-17 11:44:59,32963347272742318306,ФЛ Лебедев Пётр,506185380014,19754661766204719609,ФЛ Иванов Сергей,232883774484,,91900.0,передача активов за товары,medium
2025-09-17 12:12:24,32963347272742318306,ФЛ Лебедев Пётр,506185380014,22801561931837455084,ИП «Дельта»,743380054597,,146772.66,комиссионное по договору №4280,medium
2025-09-17 12:59:48,11121259020357134324,ФЛ Иванов Никита,485157919700,84787005050613878293,ИП «Кей»,320309376115,44400.0,,перевод средств за работы,high
2025-09-17 13:01:37,53286326667850720811,ИП «Маркет»,375482145613,49750198038287232440,ФЛ Иванов Максим,870104159145,,50663.4,договор займа согласно счёту №35965,high
2025-09-17 13:04:25,52895392644220969029,АО «Градиент»,9154522677,40568299629145046173,ЗАО «Север»,8803955122,,36697.25,предоплата по договору №6682,low
2025-09-17 13:17:27,32963347272742318306,ФЛ Лебедев Пётр,506185380014,19754661766204719609,ФЛ Иванов Сергей,232883774484,81785.36,,биткоин,medium
2025-09-17 13:30:13,32963347272742318306,ФЛ Лебедев Пётр,506185380014,22801561931837455084,ИП «Дельта»,743380054597,170000.0,,coin по договору №1260,medium
2025-09-17 13:33:21,65754602734151488814,ИП «Восток»,907895677605,94134750988986456522,ФЛ Петров Сергей,099576572873,49506.2,,бонус по договору №492,medium
2025-09-17 13:33:54,61706304891382496718,ИП «Точка»,788614057897,78284106727520885474,ИП «Омега»,452380552589,152516.28,,транспорт,low
2025-09-17 13:42:23,61497840369003432445,АО «Прайм»,7976438150,11593195256904098366,ИП «Кей»,668633414103,58895.38,,налоги и сборы,low
2025-09-17 15:03:37,44731584776863423461,ФЛ Иванов Сергей,351305231205,70538338848792069804,ООО «Дельта»,3924051475,,24260.9,консультационные согласно счёту №97932,low
2025-09-17 15:05:47,50184819737418972154,ФЛ Петров Дмитрий,426192372446,90607231112712852464,ФЛ Смирнов Дмитрий,460666437462,,118654.73,налоги и сборы за товары,low
2025-09-17 15:51:10,65652341389994043898,ОАО «Кей»,6973112197,47146273014719597964,ИП «Бета»,947873002463,48356.11,,хостинг и связь по договору №7239,low
2025-09-17 17:14:23,11121259020357134324,ФЛ Иванов Никита,485157919700,03843098839205302146,АО «Опт»,6984902775,112600.0,,биткоин согласно счёту №918,high
2025-09-17 17:16:19,32963347272742318306,ФЛ Лебедев Пётр,506185380014,43010713966055830344,ОАО «Восток»,9978772932,18800.0,,маркетинг согласно счёту №14909,medium
2025-09-17 17:16:20,32963347272742318306,ФЛ Лебедев Пётр,506185380014,86025922220644742123,ООО «Гамма»,7518689262,57398.39,,договор займа по договору №4783,medium
2025-09-17 17:32:39,63435175183046990139,ЗАО «Точка»,2708668825,31712748467737826398,ООО «Дельта»,9324808612,12680.72,,crypto за период,high
2025-09-17 17:33:22,11121259020357134324,ФЛ Иванов Никита,485157919700,03843098839205302146,АО «Опт»,6984902775,,163600.0,пожертвование,high
2025-09-17 18:01:19,31712748467737826398,ООО «Дельта»,9324808612,01495427707070578360,ФЛ Кузнецов Никита,596094544964,12774.72,,услуги по договору за период,high
2025-09-17 19:09:38,01495427707070578360,ФЛ Кузнецов Никита,596094544964,49511918182819793164,ФЛ Иванов Иван,850960858776,,12735.69,банковская комиссия по договору №7822,high
2025-09-17 19:20:51,49511918182819793164,ФЛ Иванов Иван,850960858776,11121259020357134324,ФЛ Иванов Никита,485157919700,,12620.92,личные нужды,high
2025-09-17 19:49:32,11121259020357134324,ФЛ Иванов Никита,485157919700,80876038597703482477,АО «Север»,8071545164,,12673.57,коммунальные услуги по договору №3850,high
2025-09-17 20:49:03,80876038597703482477,АО «Север»,8071545164,00425488214236914307,ФЛ Лебедев Иван,349107406520,12637.39,,валютный счёт за работы,high
2025-09-18 09:30:20,32963347272742318306,ФЛ Лебедев Пётр,506185380014,19754661766204719609,ФЛ Иванов Сергей,232883774484,43724.68,,маркетинг,medium
2025-09-18 10:41:38,33059126620157201859,ИП «Юг»,472927742308,57787112166365155973,ФЛ Сидоров Пётр,462961367197,,33407.75,эквайринг по договору №1971,low
2025-09-18 11:29:42,61115542622189092753,АО «Прайм»,0051627135,57788178847951371162,ИП «Опт»,355486401572,,22076.1,оплата по договору поставки,low
2025-09-18 11:55:43,09859317461200471138,ООО «Город»,7549651371,65918463865577908272,ЗАО «Кей»,1844989262,64265.08,,транспорт по договору №9013,medium
2025-09-18 12:16:28,32963347272742318306,ФЛ Лебедев Пётр,506185380014,86025922220644742123,ООО «Гамма»,7518689262,84435.39,,частичная оплата,medium
2025-09-18 12:18:25,32963347272742318306,ФЛ Лебедев Пётр,506185380014,22801561931837455084,ИП «Дельта»,743380054597,,231118.03,благотворительность за работы,medium
2025-09-18 12:34:51,09859317461200471138,ООО «Город»,7549651371,65918463865577908272,ЗАО «Кей»,1844989262,130000.0,,крипто,medium
2025-09-18 12:47:58,96762916032484137681,ИП «Опт»,475469263209,14773201017026952499,ИП «Маркет»,579678427138,60763.84,,коммунальные услуги,low
2025-09-18 13:26:54,32963347272742318306,ФЛ Лебедев Пётр,506185380014,22801561931837455084,ИП «Дельта»,743380054597,,388121.29,консультационные за работы,medium
2025-09-18 13:36:16,09859317461200471138,ООО «Город»,7549651371,65918463865577908272,ЗАО «Кей»,1844989262,,115700.0,консультационные согласно счёту №11902,medium
2025-09-18 14:52:20,32963347272742318306,ФЛ Лебедев Пётр,506185380014,22801561931837455084,ИП «Дельта»,743380054597,40000.0,,вознаграждение согласно счёту №30586,medium
2025-09-18 15:08:39,06046333127975736609,АО «Гео»,5267722334,20284576521328338988,ИП «Маркет»,855445189518,,60037.81,оплата по договору поставки по договору №3961,low
2025-09-18 15:31:47,32963347272742318306,ФЛ Лебедев Пётр,506185380014,43010713966055830344,ОАО «Восток»,9978772932,40000.0,,оплата по договору поставки по договору №5732,medium
2025-09-18 16:19:17,37401827279559690515,ФЛ Егоров Андрей,435884183455,41559991015767647229,ФЛ Сидоров Пётр,288665268345,,52866.33,вознаграждение за работы,low
2025-09-18 16:32:19,32963347272742318306,ФЛ Лебедев Пётр,506185380014,43010713966055830344,ОАО «Восток»,9978772932,,128600.0,возврат займа по договору №7778,medium
2025-09-18 16:51:50,09859317461200471138,ООО «Город»,7549651371,60260647468723430980,ООО «Дельта»,8013267736,,9913.17,премия за услуги,medium
2025-09-18 17:07:42,09859317461200471138,ООО «Город»,7549651371,01438889937567982507,ОАО «Дельта»,5290965617,,55678.82,коммунальные услуги,medium
2025-09-18 18:13:43,79472846392086780856,ООО «Дельта»,7908075959,86509480141381138633,ОАО «Восток»,9103717050,13068.92,,благотворительность по договору №8796,high
2025-09-18 18:14:18,32963347272742318306,ФЛ Лебедев Пётр,506185380014,19754661766204719609,ФЛ Иванов Сергей,232883774484,,40700.0,вознаграждение за период,medium
2025-09-18 18:15:29,32963347272742318306,ФЛ Лебедев Пётр,506185380014,19754661766204719609,ФЛ Иванов Сергей,232883774484,,14700.0,премия согласно счёту №80558,medium
2025-09-18 18:32:50,86509480141381138633,ОАО «Восток»,9103717050,13866675485819324268,ФЛ Иванов Андрей,102876754897,13223.53,,обналичивание,high
2025-09-18 19:03:26,13866675485819324268,ФЛ Иванов Андрей,102876754897,26448869461195243640,ИП «Прайм»,011669183653,13163.61,,логистика согласно счёту №32635,high
2025-09-18 19:03:53,11724005045562386922,АО «Юг»,8091343166,72785324264250642076,ФЛ Лебедев Егор,496737945741,188151.35,,комиссионное по договору №8046,high
2025-09-18 19:36:32,72785324264250642076,ФЛ Лебедев Егор,496737945741,73577907141633565880,ЗАО «Север»,1848947697,,189632.18,валютный счёт,high
2025-09-18 22:37:38,73577907141633565880,ЗАО «Север»,1848947697,23567782659608931992,ФЛ Смирнов Максим,683420165420,,191281.42,обналичивание за товары,high
2025-09-19 09:09:12,32963347272742318306,ФЛ Лебедев Пётр,506185380014,86025922220644742123,ООО «Гамма»,7518689262,,50175.65,транспорт,medium
2025-09-19 10:09:11,92816158148769639382,ООО «Альфа»,7157724597,72405593429671114837,ФЛ Иванов Дмитрий,689003010281,,19486.35,эквайринг за работы,low
2025-09-19 10:43:04,32963347272742318306,ФЛ Лебедев Пётр,506185380014,43010713966055830344,ОАО «Восток»,9978772932,74229.0,,логистика за услуги,medium
2025-09-19 11:59:11,48996423536937854777,ЗАО «Маркет»,3556093201,60013389083863794026,ООО «Кей»,0433218198,44270.96,,консультационные согласно счёту №61406,low
2025-09-19 12:13:40,09859317461200471138,ООО «Город»,7549651371,65918463865577908272,ЗАО «Кей»,1844989262,,392203.94,частичная оплата по договору №8228,medium
2025-09-19 12:54:16,09859317461200471138,ООО «Город»,7549651371,60260647468723430980,ООО «Дельта»,8013267736,52805.43,,аренда,medium
2025-09-19 12:57:47,32963347272742318306,ФЛ Лебедев Пётр,506185380014,19754661766204719609,ФЛ Иванов Сергей,232883774484,62739.8,,транспорт по договору №2318,medium
2025-09-19 14:09:40,87571775140105123828,ЗАО «Дельта»,6112545733,20797996673459576403,ФЛ Сидоров Егор,755125427860,,50003.76,налоги и сборы,medium
2025-09-19 14:46:09,57216966630932998199,ФЛ Кузнецов Егор,774722640824,27846997335494651909,АО «Маркет»,5701329025,,18781.34,хостинг и связь согласно счёту №95125,low
2025-09-19 14:51:27,09859317461200471138,ООО «Город»,7549651371,65918463865577908272,ЗАО «Кей»,1844989262,,81700.0,оплата услуг,medium
2025-09-19 15:10:58,32963347272742318306,ФЛ Лебедев Пётр,506185380014,86025922220644742123,ООО «Гамма»,7518689262,88100.0,,лизинг за услуги,medium
2025-09-19 15:11:27,60013389083863794026,ООО «Кей»,0433218198,81826886153355543987,ЗАО «Прайм»,7985158328,316106.06,,coin за период,high
2025-09-19 15:28:03,09859317461200471138,ООО «Город»,7549651371,65918463865577908272,ЗАО «Кей»,1844989262,147003.12,,аренда офиса согласно счёту №7917,medium
